name,path,,age,belief.in.god,condition_number,contribution,correct.crt.answers,country.of.residence..232.us.,datelastaction,datestarted,decision.time,education,failed.comprehension,faith_in_int,female,how.much.do.you.trust.people.in.your.life,id,income,intuitive.crt.answers,ipaddress,length.of.priming.paragraph,need_for_cog,normalized.contribution,obeyed.time.constraint...1.if.from.condition.without.time.constraint.,physical.lab,prediction.of.others.mean.contribution,previous.experience.w.econ.games..1.none.,primed.for.intuition,primed.for.reflection,priming.paragraph,risk.taking,social.risk.taking,strategy.description,time.delay,time.pressure,time.reading.instructions,time_pred,txtorg_id,us.resident,what.cont.maximizes.group.payoff,what.cont.maximizes.your.payoff
,,273,29,1,10,0,2,232,4/23/12 19:36,4/23/12 19:25,7,4,0,8,0,7,383,3,0,69.242.83.189,9,8,0,0,0,na,4,1,0,one time my intuition lead me in the right direction kept me from possibly being severely injured or killed.  i had done something that most people would common sense would do but the thing was i did not usually make decisions like this at the,7,3.5,"i have experience with similar surveys on mturk and i have found that most of the time other people are selfish with their decisions.  i believe this is primarily due to the fact that they are dealing with strangers.  anyway, i'm done trying to",0,0,68,na,4d0d8224-7591-11e2-89cc-88532e617cea,1,40,0
,,274,47,10,10,20,3,232,4/24/12 2:28,4/24/12 2:20,4,5,0,4,1,5,563,7,0,76.89.85.99,8,6,0.5,0,0,na,3,1,0,"i met my husband by accident, and i did not want to meet him.  but i was intrigued.  i thought that i would never see him again.  but i did see him a week later.  we hit it off and enjoyed the evening.  when i left, i had the feeling that we wo",2,2.4,i should contribute something for the others so half for them and half for me.,0,0,49,na,4d0dc22a-7591-11e2-89cc-88532e617cea,1,40,0
,,275,27,1,10,0,1,232,4/23/12 19:28,4/23/12 19:15,11,5,0,8.299999,0,3,379,1,2,68.37.73.1,8,8.799999,0,0,0,na,3,1,0,"with them.  my main friend ended up getting caught by his parents and spent about 9 months in juvenile detention, as did 2 of my other friends.  i went on to win the award for most improved student my senior year of high school and graduated w",9,3.8,i don't trust people very much and my highest payoff would be 100 if the other 2 people contributed everything.  i figure they would not do that considering that 40 cents is almost equal to what we are being paid just for taking this survey.  i,0,0,64,na,4d0dea48-7591-11e2-89cc-88532e617cea,1,40,0
,,276,36,10,10,40,0,232,4/23/12 18:22,4/23/12 18:01,20,2,0,6.7,0,5,327,4,3,184.8.160.226,10,6.2,1,0,0,na,1,1,0,"once i was looking for a job and, was out of money. i didn't know what to do with no money. i then remembered when i was a teenager my father taught me how to clean windows for businesses in a local area. with that being my first instinct to ma",4,2.3,i read my bible everyday and am a converted christian.,0,0,121,na,4d0e0a78-7591-11e2-89cc-88532e617cea,1,40,0
,,277,37,10,10,0,1,38,4/24/12 5:28,4/24/12 5:15,23,5,0,6,0,7,646,10,2,209.145.100.164,8,7.8,0,0,0,na,2,1,0,we were just married and expecting our second child. we decided to purchase our first home instead of renting. we went for a walk down a street we'd never been before. they just happened to be putting up a for sale sign in the yard. we looked a,8,3,went for the sure thing. cannot trust someone i do not know.,0,0,51,na,4d0e2954-7591-11e2-89cc-88532e617cea,0,40,0
,,278,21,10,11,0,0,232,4/25/12 20:42,4/25/12 20:30,5,2,0,7.3,0,7,1284,1,3,207.38.230.32,8,8,0,0,0,na,3,0,1,"there was a time in my life where everyone was asking me to produce, in one way or another. i always would stress and worry over this and didn't think i deserved to sit back and think about what i should do. this time in my life was probably th",4,2.9,because i could make more this way.,0,0,76,na,4d0e4948-7591-11e2-89cc-88532e617cea,1,40,0
,,279,28,10,11,16,0,108,4/26/12 6:55,4/26/12 6:31,26,4,0,6,1,7,1498,3,2,72.27.82.137,9,7.9,0.4,0,0,na,3,0,1,at the completion of my associate degree i found out i was pregnant with my daughter. my plan prior to finding out i was pregnant was to simply continue on to the bachelors degree. however my pregnancy altered that at which time i changed my pl,3,4.1,"i believe that one should not only think of self when making decisions, therefore i am willing to share what i have.",0,0,62,na,4d0e673e-7591-11e2-89cc-88532e617cea,0,40,0
,,280,21,5,11,20,0,232,4/26/12 4:18,4/26/12 3:58,33,5,0,6.8,1,2,1448,8,3,24.11.34.133,8,5.2,0.5,0,0,na,2,0,1,"a time when carefully reasoning through a situation led me in the right direction was when i was in a bad relationship.  in this situation, i was torn between what my head and what my heart were telling me to do.  i was being treated unfairly b",2,2.8,"i chose my answer based on how strong i believe my beliefs are and how i carry them out, but i also factored in the fact that i do not live by a strict religion on a daily basis and do not always attend services.",0,0,68,na,4d0e85ca-7591-11e2-89cc-88532e617cea,1,40,0
,,281,26,5,11,20,0,232,4/27/12 20:33,4/27/12 20:22,28,4,0,7.7,0,7,1987,2,3,128.187.97.22,8,6.2,0.5,0,0,na,2,0,1,"i was trying to decide to either continue living with my best friend or to move out on my own (and room with strangers who i've never met). i considered how my best friend no longer spends any time with me, but instead is always with his girlfr",7,2.8,"i thought i would leave it up to chance, since i don't want to think of myself as a selfish person, but i do maintain a bit of self-interest",0,0,50,na,4d0ea3e8-7591-11e2-89cc-88532e617cea,1,40,0
,,282,37,10,11,40,0,232,4/23/12 23:35,4/23/12 23:19,7,5,1,9.3,1,9,482,6,3,99.100.204.19,8,7.6,1,0,0,na,3,0,1,i had to prevent my uncle from hurting me during a fight at my grandmother's home. i reasoned that i had to convince him to calm down and at the same time put distance between us. i slowly stepped back while telling him that i was going outside,1,3.8,i wanted to maximize the amount the group could obtain overall. i was hoping that the other two participants in my group would do the same.,0,0,80,na,4d0ec954-7591-11e2-89cc-88532e617cea,1,40,20
,,283,25,1,11,0,3,232,4/24/12 5:33,4/24/12 5:24,9,4,0,5.9,0,1,650,2,0,173.175.177.11,8,5.9,0,0,0,na,4,0,1,"careful reasoning allowed me to figure out where i kept leaving my car keys. one time i thought i had lost my car keys, but then i started thinking back to where i had put them. after checking all the usual places where i usually put my car key",8,4,people benefit more by keeping the money for themselves and we cannot communicate with each other. the temptation is too strong.,0,0,47,na,4d0ee826-7591-11e2-89cc-88532e617cea,1,40,0
,,284,51,1,11,0,3,232,4/24/12 1:52,4/24/12 1:37,7,6,0,7.5,1,2,544,6,0,50.73.100.9,12,9.9,0,0,0,na,3,0,1,i had just taken over a new responsibility from my boss.  she suddenly went out on medical leave and was therefore not there to teach me how to do this new duty.  no one at my company had any experience in it.  there was also no documentation i,4,3.1,"i generally choose to do what is best for the group, but i decided in this case to do what is best for me, without taking the group into consideration, and, i must admit, i feel a bit guilty about it.",0,0,43,na,4d0f05f4-7591-11e2-89cc-88532e617cea,1,40,0
,,285,23,3,11,0,2,232,4/26/12 17:44,4/26/12 17:19,28,5,0,4.9,0,9,1659,1,0,71.139.163.201,8,8.6,0,0,0,na,5,0,1,"once, in college, i had no idea how to answer the questions on one of my midterms. i had not studied the material the night before due to studying for other tests. now, because this was an english class, i thought that i could at least talk abo",8,4.3,"i knew that the others would contribute what's in their best interest which is 0. therefore, i would contribute the same amount. everybody is motivated by their own self-interest.",0,0,362,na,4d0f253e-7591-11e2-89cc-88532e617cea,1,40,0
,,286,25,10,11,22,0,232,4/26/12 1:11,4/26/12 0:59,11,4,0,8.200001,1,8,1376,6,3,96.226.30.90,11,7.6,0.55,0,0,na,3,0,1,"a time that i had to reason through a situation was with my health. i have been struggling to overcome a certain disorder for many years now, and i was trying everything to feel better. i was going to conventional doctors for many years, severa",7,3,"i wanted the group to get something, but i wanted to keep some for myself as well. i tried to do things as fairly as i thought possible.",0,0,54,na,4d0f428a-7591-11e2-89cc-88532e617cea,1,40,0
,,287,29,3,11,40,3,30,4/26/12 15:42,4/26/12 15:22,5,6,0,3.3,0,3,1615,3,0,143.107.178.50,10,8.5,1,0,0,na,2,0,1,"two years ago, i did not know if i should start a literary career. i already had a fulfilling job but i felt that writing could be something special. however i was not sure if i would be successful because i had so little time to devote to lite",3,2,it seems more rational to contribute the maximum quantity in order to provide the group as a whole the greatest chance to maximize income.,0,0,82,na,4d0f6026-7591-11e2-89cc-88532e617cea,0,40,0
,,288,49,10,11,30,1,232,4/24/12 6:30,4/24/12 6:17,14,5,0,8.7,0,7,677,2,2,24.113.237.182,8,8.6,0.75,0,0,na,2,0,1,"i was a pilot of an aircraft,and lost an engine. i fell back on my training and followed procedure exactly. i then had to reason out the best location for landing. since i was at a higher altitude, i decided to proceed to my destination some 12",9,3.7,just a hunch that that would stimulate the exercise,0,0,105,na,4d0f7de0-7591-11e2-89cc-88532e617cea,1,40,0
,,289,27,10,11,20,1,232,4/26/12 11:02,4/26/12 10:34,10,2,1,7.4,0,8,1548,3,2,69.10.38.158,11,6.1,0.5,0,0,na,1,0,1,"i once started an investment company with an egyptian partner, based in costa rica. the investment manager who was based in usa was very accommodating with new investors i forwarded to him. however, started delaying the returns each time a litt",9,2.9,"simply because i believe in giving and taking risks, and karma, if i think about others before me, it will somehow benefit me in the long run (if not in this particular survey say).",0,0,133,na,4d0f9a28-7591-11e2-89cc-88532e617cea,1,40,40
,,290,19,10,11,40,2,166,4/25/12 7:53,4/25/12 7:33,3,2,0,7.2,0,7,1081,1,1,39.47.196.47,10,6.7,1,0,0,na,4,0,1,"last year some of my friends started smoking. and eventually got me into it.soon my family found out about it, and gave me threats and warnings. which made me think, after some time i realized i was actually doing harm to my self.although i was",7,3,"well. i had very less chances of receiving 100 cents because if i think like that, the others might as well. i contributed 40 because if by a good chance the other three did aswell. i would get 80 cents.",0,0,81,na,4d0fb576-7591-11e2-89cc-88532e617cea,0,40,0
,,291,26,5,11,10,3,195,4/23/12 20:14,4/23/12 19:48,16,6,1,5.2,1,5,392,1,0,178.149.87.119,8,9.3,0.25,0,0,na,2,0,1,"i work in a private school. one of my students offered to pay me a large amount of money, much more than i earn, to teach him at home. consequently, he would stop going to the school i work in, and stop paying the scholarship. the offer was att",3,2.9,"i gave others 10 cents, because i don't believe other people, and i was afraid of losing it all. i wanted to play safe. however, i am aware of the fact that giving more increases the chances for getting back more.",0,0,84,na,4d0fd434-7591-11e2-89cc-88532e617cea,0,40,40
,,292,53,10,11,10,3,232,4/25/12 15:41,4/25/12 15:25,97,3,0,2.6,1,4,1182,1,0,72.240.97.16,9,6.3,0.25,0,0,na,3,0,1,"but it worked out by me calling this plumber, because he is very, very nice plus he knew my dad, so we had that in common to talk about.",3,2.9,"because usually other turkers are greedy, so i decided to stickup for myself for a change.",0,0,144,na,4d0ff46e-7591-11e2-89cc-88532e617cea,1,40,0
,,293,23,3,11,0,3,232,4/24/12 5:37,4/24/12 5:29,5,5,0,6,1,4,654,4,0,199.38.234.114,10,8.7,0,0,0,na,3,0,1,"my internet recently died and instead of yelling and screaming out loud, i decided to try to fix it with logic. yelling and screaming feels good, but it doesn't really fix anything. so i sat down and questioned what could be wrong with the inte",8,4.4,it would benefit both the group and me if i didn't contribute all that much.,0,0,30,na,4d1014b2-7591-11e2-89cc-88532e617cea,1,40,0
,,294,24,1,11,20,0,232,4/26/12 11:56,4/26/12 11:47,6,4,0,8.8,1,10,1562,5,3,173.163.17.33,10,8.2,0.5,0,0,na,1,0,1,there was a project at work that we had to do as a team. i was appointed team leader and had final say. one of my co-workers didn't like me and was trying to undermine my decision and mess up the project. it was a research project and we needed,10,2.1,i decided half that way i don't lose too much.,0,0,40,na,4d103226-7591-11e2-89cc-88532e617cea,1,40,0
,,295,24,8,11,40,1,232,4/26/12 22:21,4/26/12 22:11,3,4,0,7.5,0,8,1762,4,1,50.138.4.35,8,7.9,1,0,0,na,2,0,1,"i once put my hand into a fantasy financial tournament. it was an application in which you bought and traded stock. the winner got a $5000 check. it was about 2 years ago. i kept steadfast on my stocks, i held when others sold. i bought when po",9,4.5,"i chose 40 cents because it was the most logical choice. i acted upon the logic that everyone could contribute a certain amount of money and we all win, and in order to obtain the outcome of that line of thought, i had to act my part, which was",0,0,37,na,4d104f40-7591-11e2-89cc-88532e617cea,1,40,0
,,296,19,1,11,16,2,154,4/27/12 13:41,4/27/12 13:30,13,2,0,6.7,1,4,1884,2,0,82.157.11.55,9,8.8,0.4,0,0,na,4,0,1,"the big picture_ to the details. finally, i got a formula i could apply. i did so and the answer was correct. only later did i find out that i could had only looked up that formula, nothing more. but anyway, i got an a.",4,3.8,"i decided to contribute something in case others did - but keep something as well, in case others didn?t.",0,0,38,na,4d106cbe-7591-11e2-89cc-88532e617cea,0,40,0
,,297,33,8,11,20,2,232,4/25/12 23:03,4/25/12 22:55,8,4,1,8.5,1,9,1316,5,1,74.133.58.100,9,8.9,0.5,0,0,na,2,0,1,"i've worked in customer service for a very long time, and in my most recent stint, i worked for a cellular provider. i would assist customers with billing issues and other problems. one specific customer had an insane technical issue that had b",9,3,i figured it was the best choice between contributing and not contributing.,0,0,27,na,4d1088ac-7591-11e2-89cc-88532e617cea,1,40,20
,,298,20,10,11,40,2,232,4/23/12 20:08,4/23/12 19:59,10,4,0,7.2,0,8,399,5,1,68.250.187.108,8,7.4,1,0,0,na,2,0,1,"one time,i was out shopping. i only had $10 with me. i saw a movie i had been wanting to see, and thought about buying it. after about 20 minutes of thinking, i decided not to buy it in case i found something else i wanted. the next store i wen",5,3.2,i thought it best to be generous and benefit the whole group.,0,0,77,na,4d10a4e0-7591-11e2-89cc-88532e617cea,1,40,0
,,299,25,6,11,20,2,232,4/24/12 23:38,4/24/12 23:30,10,6,0,3.1,1,4,999,6,1,24.147.55.247,8,7.8,0.5,0,0,na,3,0,1,"after graduating college, i had to try to find a job. i applied to many jobs, but was unable to find the type of job that i was looking for. there was a great deal of more qualified competition. i had been planning on going back to graduate sch",5,3.2,"i wanted to make sure i got something out of it, but i didn't want to hoard it all.",0,0,40,na,4d10c088-7591-11e2-89cc-88532e617cea,1,40,0
,,300,26,4,11,0,1,232,4/25/12 3:38,4/25/12 3:10,27,5,0,5,1,5,1037,6,2,174.30.88.151,17,7.3,0,0,0,na,2,0,1,"i work as a clinical laboratory analyst in a medical screening lab. one of the tests i perform involves tandem mass spectrometry. awhile back, i was having great difficulty in producing acceptable chromatograms for our tests. in order to troubl",8,2.6,"i chose to contribute nothing on the off chance i'd be the only one in my group to do so. it was a risk, but i'm not afraid to lose money that wasn't mine to begin with.",0,0,46,na,4d10df14-7591-11e2-89cc-88532e617cea,1,40,0
,,301,28,10,11,40,0,232,4/26/12 2:36,4/26/12 2:10,6,2,1,7.3,1,6,1404,3,2,67.184.205.68,11,7,1,0,0,na,3,0,1,"there was a time when i was offered two dental assistant jobs. these jobs were located in different locations. one was close to my home, about 30 min bus ride away and the other was located about a hour bus ride away. as far as i knew from when",1,3.5,because i wanted to be a team player and dont think it would be fair for for other to contribute all of their money any i didnt do the same.,0,0,189,na,4d10fab2-7591-11e2-89cc-88532e617cea,1,40,20
,,302,27,8,11,20,0,232,4/23/12 22:08,4/23/12 21:53,9,4,0,8.9,1,7,455,4,3,50.89.101.124,10,8,0.5,0,0,na,3,0,1,i had to decide my schedule for what i would do on my vacation to england/scotland/wales. i flew into heathrow airport. i decided to meet some friends first.  i stayed in scarbourough for 5 days. i carefully reasoned whether i would go to this,8,3.8,sharing,0,0,55,na,4d111704-7591-11e2-89cc-88532e617cea,1,40,0
,,303,28,10,11,40,0,166,4/25/12 11:56,4/25/12 11:43,11,6,0,5.9,1,1,1124,1,2,115.186.160.86,8,6.5,1,0,0,na,3,0,1,"i was applying for a job. they called me for an interview. the location was quite far away from my home but i decided to go there. after reaching there, they asked me to receive some money and do some online work for them. for this work , they",1,2.3,i made the decision because i want to make the money.,0,0,136,na,4d113298-7591-11e2-89cc-88532e617cea,0,40,0
,,304,24,10,11,30,0,232,4/26/12 4:02,4/26/12 3:45,17,4,0,7.8,1,5,1444,4,2,75.206.194.203,9,9.1,0.75,0,0,na,3,0,1,i carefully reasoned wheather or not to move from an apartment to a house. i was iffy to begin with about the decision. the house's living quarters (bedrooms and living room) weren't too much bigger than my apartment. there were also a couple o,7,2.7,"even though i might have lost out a little, most people would be greedy and not contribute much. that's why i chose 30, so it would make the split more.",0,0,66,na,4d114e86-7591-11e2-89cc-88532e617cea,1,40,0
,,305,50,1,11,40,0,232,4/26/12 16:21,4/26/12 16:09,9,5,0,7.9,1,4,1633,4,3,98.176.192.229,8,8.6,1,0,0,na,3,0,1,"i would choose the process of buying our house. we loved the space, but it needed alot of work. the carpets were horrible, as was the lack of landscaping around the yard. it also was a much older hosue than we wanted. however, it was in the loc",5,3.8,"i always figure that if i give as much as i can, then someone will benefit. it may not be me, but sometime someone may be generous and it will be me.",0,0,38,na,4d1169de-7591-11e2-89cc-88532e617cea,1,40,0
,,306,34,1,11,0,1,232,4/25/12 20:05,4/25/12 19:54,11,5,0,7.9,1,10,1276,6,2,174.16.115.253,10,4.4,0,0,0,na,1,0,1,"my husband and i both worked together to reason purchasing our truck.  while we were not necessarily in the best financial position at the time, the vehicle we had was not going to last for very much longer.  we were having engine problems whic",5,3.5,because everybody would better benefit by keeping their own bonus.,0,0,70,na,4d1186b2-7591-11e2-89cc-88532e617cea,1,40,0
,,307,27,3,11,0,1,232,4/26/12 22:21,4/26/12 22:06,14,5,0,8,0,3,1760,4,2,76.169.57.218,9,7.9,0,0,0,na,2,0,1,"my wife and i went to france a year and a half ago during a time when people over there were having a transportation strike. when you fly into paris, the airport is actually quite a ways out of town, so you have no choice but to take the train",5,3.4,"i did not want to rely on other people contributing. it was not a matter of me not wanting to give, but more that i didn't want to get left with nothing. i preferred to take my .40 cents and walk away.",0,0,65,na,4d11a368-7591-11e2-89cc-88532e617cea,1,40,0
,,308,26,1,11,40,1,38,4/24/12 2:57,4/24/12 2:47,6,5,0,3.4,1,7,579,2,1,96.48.154.171,10,5.5,1,0,0,na,3,0,1,"once my cat knocked over the cage i kept my mouse in. this happened while i was asleep. the next morning i tried to find the mouse but had no idea where to look. i looked under everything i could think of and left out food, but nothing worked.",4,2.7,i figured i wasn't really losing money i had. i would still have something new in the end either way.,0,0,35,na,4d11c172-7591-11e2-89cc-88532e617cea,0,40,0
,,309,21,2,11,22,0,232,4/25/12 1:58,4/25/12 1:40,7,4,1,4.9,0,7,1022,1,3,149.152.191.3,13,7.4,0.55,0,0,na,2,0,1,i had reason why i should get a gaming computer for a school project. the school project was an upcoming captstone project. the objective of this project was to do anything constructive for the project. it came down to build a gaming computer f,8,3.6,didn't feel that good to keep most of the money,0,0,17,na,4d11e3aa-7591-11e2-89cc-88532e617cea,1,40,32
,,310,23,10,11,10,3,232,4/24/12 0:09,4/23/12 23:47,36,4,0,7.5,1,3,496,7,0,198.228.209.143,8,7.3,0.25,0,0,na,1,0,1,"committe to help motivate the employees. i had been given a simple theme, and 2 fellow employees to help me out. i had to not only think of how to express the theme, but be able to create an exciting atmosphere using only the supplies given, a",9,3.4,"i chose to go with my gut, intuition and not logic.",0,0,37,na,4d11ffd4-7591-11e2-89cc-88532e617cea,1,40,0
,,311,25,1,11,40,0,232,4/23/12 21:19,4/23/12 21:02,11,4,1,6.7,0,6,438,3,3,173.160.61.206,9,8.2,1,0,0,na,3,0,1,thus we didn't get shot and luckily enough we didn't get robbed.,8,4.4,"i felt like the odds were better to just contribute all of my money, as i thought others would feel the same.",0,0,93,na,4d121c30-7591-11e2-89cc-88532e617cea,1,40,20
,,312,29,3,11,30,0,200,4/24/12 13:38,4/24/12 13:19,28,5,1,5.8,1,2,776,1,3,89.142.30.62,9,7.1,0.75,0,0,na,1,0,1,a while ago i have to make a desicion wheter i would go to university or not. my parents suggested me i should continue my schooling. also my partner was encouraging me to continue my schooling. i was in a big dilemma.i really didn't know what,4,3,i didn't want to contibute all my money simply because i didn't know what decision other two participats will make.,0,0,190,na,4d123a76-7591-11e2-89cc-88532e617cea,0,40,40
,,313,42,5,11,40,1,232,4/25/12 8:11,4/25/12 7:51,12,2,1,8.1,0,7,1084,6,2,216.215.84.2,8,8.3,1,0,0,na,2,0,1,a few years ago i needed a job. i applied for a telemarketing job that was close to my home to make a little extra money. i was given the job and didn't do very well on the phones. what i did do well however was build a strong technical and bus,3,2.9,"if all parties contribute the full amount, then the return to all parties would be maximized. this would not have been possible if i would have not done this. even if the others don't, not knowing how they will respond is a gamble but i could n",0,0,82,na,4d125722-7591-11e2-89cc-88532e617cea,1,40,40
,,314,29,10,11,0,3,232,4/24/12 14:34,4/24/12 14:28,4,6,0,7.7,1,6,799,6,0,35.10.52.120,9,5.7,0,0,0,na,3,0,1,when i decided to go to graudte school it was not a spur of the moment decision. i thought about if it would be a good fit. i thought about whether it was worth the money. i thought about what i wanted to do for a living. i thought about how i,3,2.8,this was the amount that could earn me the most money.,0,0,25,na,4d1276b2-7591-11e2-89cc-88532e617cea,1,40,0
,,315,70,8,11,24,1,232,4/27/12 19:11,4/27/12 18:50,13,6,0,7.3,1,8,1962,7,2,71.196.219.147,17,6.4,0.6,0,0,na,4,0,1,i was ready to replace my 22 year old vehicle.  my first step was to go online and research different makes and models.  i was looking for a used car with low mileage.  i finally settled on a chrysler pt cruiser.  there were 2 car dealers in my,9,3.4,it would depend on the other players' contributions,0,0,126,na,4d1295e8-7591-11e2-89cc-88532e617cea,1,40,0
,,316,44,2,11,40,3,232,4/25/12 3:26,4/25/12 3:14,10,6,0,6.8,1,7,1041,6,0,75.172.63.178,10,7,1,0,0,na,3,0,1,"about 2 years ago, i decided i was out of shape, and needed to do something about it.  i was browsing online and found a website talking about a running program called couch to 5k.  i read through the program, which called for 9 weeks of 3 prac",3,3,"i'm hoping that others will work for the greater good, and if they don't, 40 cents isn't that big of a deal.",0,0,40,na,4d12b35c-7591-11e2-89cc-88532e617cea,1,40,0
,,317,21,4,11,0,1,198,4/24/12 12:30,4/24/12 12:17,10,4,0,7,0,7,755,3,2,220.255.2.173,9,7.1,0,0,0,na,1,0,1,"there was this time when i caught my friend stealing money from another friend. i was shocked and did not know what to do. at first i wanted to tell the other friend about the theft. but i thought that that would ruin their friendship. however,",7,3.4,there was no interaction between the participants. there is less guilt involved so choosing the least amount would be easier to decide on.,0,0,71,na,4d12d13e-7591-11e2-89cc-88532e617cea,0,40,0
,,318,30,1,11,0,3,232,4/24/12 16:01,4/24/12 15:54,6,5,0,7.3,1,7,832,5,0,69.136.211.237,8,7.4,0,0,0,na,3,0,1,i was trying to decide which apartment to move into. i had the option of staying in my current one or moving to others. the rent was increasing on my current lease so i looked into other apartments. i found places that were closer and further f,6,3.9,it seemed to be the best way to earn the most amount of money.,0,0,36,na,4d12ed04-7591-11e2-89cc-88532e617cea,1,40,0
,,319,18,5,11,40,0,232,4/23/12 17:48,4/23/12 17:37,16,4,0,8.2,1,8,305,1,3,50.28.185.15,9,6.7,1,0,0,na,3,0,1,"about a year ago today i was a few days away from sending my deposit into the college i would choose to attend. i had many different options and at least 3 were very high contenders. each school offered me something that i wanted, but i knew th",7,2.7,i decided to contribute everything just because i felt like it was the right thing to do.,0,0,53,na,4d1308ac-7591-11e2-89cc-88532e617cea,1,40,0
,,321,19,9,11,40,1,232,4/26/12 20:34,4/26/12 20:21,12,4,1,6.9,0,6,1737,1,2,24.233.69.23,10,7.1,1,0,0,na,1,0,1,"when i was studying abroad in the netherlands, i was traveling with some friends around the country and we got lost. it was the middle of winter at night, so it was cold and dark. plus, none of us spoke dutch. it was a terrible situation to be",9,2.9,i figured i would trust the others and hope they thought the same way i did. i'm not losing anything by donating everything.,0,0,41,na,4d13416e-7591-11e2-89cc-88532e617cea,1,40,20
,,322,22,7,11,40,3,232,4/24/12 3:37,4/24/12 3:19,10,4,0,6.3,0,8,596,1,0,50.90.147.26,9,9.700001,1,0,0,na,2,0,1,"i was taking a math exam. i did not know how to complete one of the questions. i spent about an hour doing the other questions. after completing the rest of said exam, i noticed one of the questions i did complete seemed very similar. by mimick",7,3.4,hoping to get the most money.,0,0,55,na,4d135dfc-7591-11e2-89cc-88532e617cea,1,40,0
,,323,30,1,11,0,2,232,4/27/12 2:23,4/27/12 2:16,6,5,0,7,0,9,1803,10,1,98.216.108.77,8,8.799999,0,0,0,na,2,0,1,"i had a new job offer, but it required me to move my family.  my wife and i weighed all the pros and cons.  we compared our current income to possible income.  we looked at cost of living in our current situation versus proposed.  we had to thi",9,2.9,im not a spiritual or religious person,0,0,36,na,4d1379e0-7591-11e2-89cc-88532e617cea,1,40,0
,,324,34,10,11,20,3,222,4/28/12 0:43,4/28/12 0:29,12,5,1,4.5,1,6,2041,1,0,190.83.210.22,10,8.8,0.5,0,0,na,3,0,1,i met this guy online.  he asked me for my phone number and to go out on a date.  i told him that i needed to get to know him first before i go out on a date with him.  he got upset and told me that i did not trust him.  i told him that if thin,10,4.5,i think that half was a figure that would allow me to be generous without sacrificing too much of what i earned.  that way i could enjoy the best of both worlds.,0,0,43,na,4d139600-7591-11e2-89cc-88532e617cea,0,40,20
,,325,23,1,11,40,3,232,4/25/12 15:29,4/25/12 15:06,19,4,0,5.6,1,3,1175,7,0,174.253.98.233,9,7.7,1,0,0,na,1,0,1,"when i was offered my current job, i had to weigh the pros and cons to decide if i wanted to take it. my boss is a psychopath and that is a well known fact. nobody likes her. i had to decide of it was worth the money to put up with this.  i tho",5,3,i am 100% atheist,0,0,64,na,4d13b130-7591-11e2-89cc-88532e617cea,1,40,0
,,326,47,10,11,0,0,232,4/24/12 12:45,4/24/12 12:32,7,4,0,5.3,1,8,759,3,3,98.83.16.224,11,7,0,0,0,na,3,0,1,"i learned that my son was autistic when he was 3 years old. i began researching therapies for him immediately. i could have spent a lot of time feeling sorry for him and us as a family. instead, i decided to do everything i could to help him wi",3,2.9,i decided to try to get the most profit from the scenario.,0,0,65,na,4d13cc7e-7591-11e2-89cc-88532e617cea,1,40,0
,,327,23,7,11,40,1,232,4/24/12 22:26,4/24/12 22:15,8,5,0,8.4,0,5,975,6,1,96.46.249.223,9,8.4,1,0,0,na,3,0,1,i was looking for an new place to live recently. its always tough to find the right spot for this. i searched hard and far the right place. i found a place after visiting many of them. it had the location i wanted and was a great price. it also,8,3.7,i wanted to be fair to everyone,0,0,20,na,4d13e83a-7591-11e2-89cc-88532e617cea,1,40,0
,,328,31,9,11,10,0,232,4/27/12 16:12,4/27/12 16:04,6,5,1,7.7,1,7,1920,6,3,209.212.6.155,8,8.299999,0.25,0,0,na,3,0,1,"several years ago, i was contemplating leaving the agency i worked for.  at the same time, another agency offered me a similar job.  i was tempted to take the offer.  when i thought it over, though, i realized i didn't really want to work with",4,3.1,"i get to keep a good amount of my original, and have a chance at earning more back.",0,0,58,na,4d14039c-7591-11e2-89cc-88532e617cea,1,20,40
,,329,27,7,11,10,3,180,4/26/12 10:53,4/26/12 10:40,17,5,0,4.9,0,8,1550,6,0,188.25.96.244,8,8,0.25,0,0,na,3,0,1,"i was struggling to pay my college fees. at the same time i needed to study more because i had trouble keeping up with the exams. getting a job would make the academic situation even worse. however, i needed the money to pay for college. i was",7,3.6,i know that people are usually selfish when it comes to collaborating with people they don't know. i figured i would lose bonus if i contributed more than i did.,0,0,58,na,4d142048-7591-11e2-89cc-88532e617cea,0,40,0
,,330,28,9,11,40,0,232,4/26/12 2:50,4/26/12 2:39,10,4,1,7.2,1,4,1423,4,3,74.196.156.172,10,7.6,1,0,0,na,1,0,1,i had been off of anxiety meds for a few months. the last ones i was on stopped working. this time i had decided to try again and function without them. i noticed that i was not getting any better and leaving my apartment less and less. it had,6,3.9,i like to help others so that we call can benefit.,0,0,46,na,4d145496-7591-11e2-89cc-88532e617cea,1,40,40
,,331,26,10,11,40,0,232,4/24/12 13:29,4/24/12 12:57,10,3,1,7.5,0,7,770,5,2,198.228.224.37,8,7.2,1,0,0,na,1,0,1,"at one point and time i had to make a decision between buying a really nice sports car or a regular pickup truck. the sports car would have cost me more in the long run, but would have made me feel really good. the regular pickup truck was chea",9,3.4,the most money,0,0,68,na,4d149190-7591-11e2-89cc-88532e617cea,1,40,40
