name,path,age,caseid,female,highest grade completed,ideology,independents,mii_1,mii_2,miiele1_code1,miiele1_code2,miiele1_code3,miiele1_code4,miiele1_code5,miiele1_code6,miiele1_code7,miiele1_code8,miiele2_code1,miiele2_code2,miiele2_code3,miiele2_code4,miiele2_code5,miiele2_code6,miiele2_code7,miiele2_code8,mip_1,mip_2,mippol1_code1,mippol1_code2,mippol1_code3,mippol1_code4,mippol1_code5,mippol1_code6,mippol1_code7,mippol1_code8,mippol1_substantive1,mippol1_substantive2,mippol1_substantive3,mippol1_substantive4,mippol1_substantive5,mippol1_substantive6,mippol1_substantive7,mippol1_substantive8,mippol2_code1,mippol2_code2,mippol2_code3,mippol2_code4,mippol2_code5,mippol2_code6,mippol2_code7,mippol2_code8,mippol2_substantive1,mippol2_substantive2,mippol2_substantive3,mippol2_substantive4,mippol2_substantive5,mippol2_substantive6,mippol2_substantive7,mippol2_substantive8,pid,pid_strong,pid_summary,txtorg_id
,,70,931,1,12,1,-1,obama//he choose to lift the people up,dont know,48,,,,,,,,95,,,,,,,,"crises, america has to watch out for crises,   ie foreigners coming over here","oil well, we have got enough oil well",41,50,,,,,,,50,41,,,,,,,14,,,,,,,,14,,,,,,,,1,1,0,3ec8fda2-3386-11e3-a3e4-88532e617cea
,,48,932,1,10,1,5,the world needs to come together//race //everyone should come together,end the war in iraq,13,32,71,,,,,,3,,,,,,,,"economy  everything is high,",donot know,50,54,,,,,,,50,54,,,,,,,95,,,,,,,,,,,,,,,,3,-1,2,3ec91ecc-3386-11e3-a3e4-88532e617cea
,,60,934,2,12,2,-1,going to vote,increase in prices,71,,,,,,,,54,,,,,,,,bail out the the 3 car places,jobs,55,,,,,,,,55,,,,,,,,27,,,,,,,,27,,,,,,,,1,5,1,3ec95e00-3386-11e3-a3e4-88532e617cea
,,47,935,1,14,1,3,experience,religion,71,,,,,,,,64,,,,,,,,stock market,terriost abroad,51,,,,,,,,51,,,,,,,,5,,,,,,,,5,,,,,,,,3,-1,3,3ec980ce-3386-11e3-a3e4-88532e617cea
,,57,936,2,17,2,-1,economy,immigration,50,,,,,,,,41,,,,,,,,economy,immigration,50,,,,,,,,50,,,,,,,,41,,,,,,,,41,,,,,,,,1,5,1,3ec9a00e-3386-11e3-a3e4-88532e617cea
,,30,937,2,15,2,-1,"raising and lower taxes, i feel i pay more than necessary",insurance,40,97,,,,,,,71,,,,,,,,"handling taxes, the republican and democrats working together, how to lower taxes",the financial situation of our country,40,47,,,,,,,40,47,,,,,,,50,,,,,,,,50,,,,,,,,2,5,5,3ec9bfc6-3386-11e3-a3e4-88532e617cea
,,46,939,1,17,1,-1,protential nomination for the supreme court,taxation,37,,,,,,,,40,,,,,,,,none adherence to the constitution,expansion of the federal government,37,,,,,,,,37,,,,,,,,49,,,,,,,,49,,,,,,,,2,5,5,3ec9ff36-3386-11e3-a3e4-88532e617cea
,,49,940,2,12,2,-1,get out of war,economy,4,,,,,,,,50,,,,,,,,economy,war,50,,,,,,,,50,,,,,,,,4,,,,,,,,4,,,,,,,,1,5,1,3eca2088-3386-11e3-a3e4-88532e617cea
,,47,941,1,12,1,1,war in iraq,economy,3,,,,,,,,50,,,,,,,,war in iraq,economy,3,,,,,,,,3,,,,,,,,50,,,,,,,,50,,,,,,,,3,-1,4,3eca422a-3386-11e3-a3e4-88532e617cea
,,58,943,2,12,2,-1,"a president that will for change in a race ,improve the economy , proved for jobs.",the war and another stimuli check.,27,48,50,,,,,,4,55,,,,,,,the economy,terroism and the war,50,,,,,,,,50,,,,,,,,4,5,,,,,,,5,4,,,,,,,1,1,0,3eca8028-3386-11e3-a3e4-88532e617cea
,,31,944,2,14,2,3,"terrist attacks,beleive in god and economy",nothing all stated in the 1st.,5,50,64,,,,,,95,96,,,,,,,economy,terroist,50,,,,,,,,50,,,,,,,,5,,,,,,,,5,,,,,,,,-8,-1,3,3ecaa120-3386-11e3-a3e4-88532e617cea
,,58,945,2,12,2,-1,war,republicans out of office,4,,,,,,,,48,,,,,,,,war in iraq,economy,3,,,,,,,,3,,,,,,,,50,,,,,,,,50,,,,,,,,1,1,0,3ecac114-3386-11e3-a3e4-88532e617cea
,,-8,946,2,14,2,5,best candidate,christian,49,,,,,,,,64,,,,,,,, rf ,<rf>,96,,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,3,-1,2,3ecae09a-3386-11e3-a3e4-88532e617cea
,,50,947,2,12,2,-1,health care,economy,24,,,,,,,,50,,,,,,,,economy,health care,50,,,,,,,,50,,,,,,,,24,,,,,,,,24,,,,,,,,1,5,1,3ecaffe4-3386-11e3-a3e4-88532e617cea
,,37,948,2,12,2,3,end the war,education,4,,,,,,,,21,,,,,,,,economy,jobs,50,,,,,,,,50,,,,,,,,27,,,,,,,,27,,,,,,,,5,-1,3,3ecb1ec0-3386-11e3-a3e4-88532e617cea
,,32,949,1,14,1,-1,where are nations stands,raising taxes,13,,,,,,,,40,,,,,,,,deficit,stock market,38,,,,,,,,38,,,,,,,,51,,,,,,,,51,,,,,,,,2,1,6,3ecb3e3c-3386-11e3-a3e4-88532e617cea
,,77,950,1,16,1,-1,economy,foreign policy,50,,,,,,,,13,,,,,,,,vision,lobbyist,71,,,,,,,,71,,,,,,,,49,,,,,,,,49,,,,,,,,2,1,6,3ecb5dcc-3386-11e3-a3e4-88532e617cea
,,-9,951,1,12,1,5,help middle and lower class people,keep our country safe with the miltary,25,30,,,,,,,7,,,,,,,,economy,jobs,50,,,,,,,,50,,,,,,,,27,,,,,,,,27,,,,,,,,3,-1,2,3ecb7ce4-3386-11e3-a3e4-88532e617cea
,,28,952,2,12,2,3,do what they say they are going to do,"wont change there attitude, and not do what they are suppose to do",71,,,,,,,,71,,,,,,,,jobs,insurance,27,,,,,,,,27,,,,,,,,24,,,,,,,,24,,,,,,,,3,-1,3,3ecb9bd4-3386-11e3-a3e4-88532e617cea
,,23,953,1,14,1,-1,who the president was,war,48,,,,,,,,4,,,,,,,,war,unemployment,4,,,,,,,,4,,,,,,,,27,,,,,,,,27,,,,,,,,2,5,5,3ecbba9c-3386-11e3-a3e4-88532e617cea
,,60,954,1,14,1,-1,foeign policy,economy,13,,,,,,,,50,,,,,,,,partisanship,corruption,47,,,,,,,,47,,,,,,,,71,,,,,,,,71,,,,,,,,2,1,6,3ecbdb94-3386-11e3-a3e4-88532e617cea
,,81,955,1,15,1,-1,"outcome of voting, picking of a president",the election is almost over,48,49,,,,,,,49,,,,,,,,telaban who is trying to do damage to the whole world.,"the fallen banks, corp failing",2,,,,,,,,2,,,,,,,,55,,,,,,,,55,,,,,,,,1,5,1,3ecbfb24-3386-11e3-a3e4-88532e617cea
,,64,956,2,12,2,-1,the decision for the troops to come home or to stay,health care,7,,,,,,,,24,,,,,,,,economy,heath care,50,,,,,,,,50,,,,,,,,24,,,,,,,,24,,,,,,,,1,5,1,3ecc1ef6-3386-11e3-a3e4-88532e617cea
,,52,957,2,12,2,-1,tax situation,insurance,40,,,,,,,,71,,,,,,,,economy,terroism,50,,,,,,,,50,,,,,,,,5,,,,,,,,5,,,,,,,,2,1,6,3ecc3e90-3386-11e3-a3e4-88532e617cea
,,56,958,1,12,1,-1,military,taxes,7,,,,,,,,40,,,,,,,,people can not get together and make a solid decision today,<rf>,71,,,,,,,,71,,,,,,,,96,,,,,,,,,,,,,,,,2,1,6,3ecc5e48-3386-11e3-a3e4-88532e617cea
,,59,959,1,12,1,-1,who is going to be president,who was going to get presented in la,49,,,,,,,,49,,,,,,,,money,economy,55,,,,,,,,55,,,,,,,,50,,,,,,,,50,,,,,,,,1,1,0,3ecc804e-3386-11e3-a3e4-88532e617cea
,,66,960,2,9,2,5,economy,jobs,50,,,,,,,,27,,,,,,,,economy,jobs,50,,,,,,,,50,,,,,,,,27,,,,,,,,27,,,,,,,,3,-1,2,3ecca132-3386-11e3-a3e4-88532e617cea
,,32,961,1,14,1,1,national security,illegal immigration,5,,,,,,,,41,,,,,,,,economy,illegal immigration,50,,,,,,,,50,,,,,,,,41,,,,,,,,41,,,,,,,,3,-1,4,3eccc0b8-3386-11e3-a3e4-88532e617cea
,,37,962,1,12,1,5,economy,war,50,,,,,,,,4,,,,,,,,financial n,security,50,,,,,,,,50,,,,,,,,5,,,,,,,,5,,,,,,,,3,-1,2,3eccdf12-3386-11e3-a3e4-88532e617cea
,,38,963,2,16,2,-1,none,none,95,,,,,,,,95,,,,,,,,war education n,none/n,4,21,,,,,,,4,21,,,,,,,95,,,,,,,,,,,,,,,,1,1,0,3ecd000a-3386-11e3-a3e4-88532e617cea
,,41,964,2,14,2,5,economy,war,50,,,,,,,,4,,,,,,,,paying down the deficit,getting out of irak,38,,,,,,,,38,,,,,,,,3,,,,,,,,3,,,,,,,,3,-1,2,3ecd2044-3386-11e3-a3e4-88532e617cea
,,65,965,2,14,2,-1,health care/just this/,economy,24,96,,,,,,,50,,,,,,,,donotknow  no,don't know,95,96,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,1,1,0,3ecd3fe8-3386-11e3-a3e4-88532e617cea
,,20,966,1,13,1,1,immagrants,financial,41,,,,,,,,50,,,,,,,,financially,immagrants,50,,,,,,,,50,,,,,,,,41,,,,,,,,41,,,,,,,,3,-1,4,3ecd5e42-3386-11e3-a3e4-88532e617cea
,,62,967,2,12,2,5,taxes,health care,40,,,,,,,,24,,,,,,,,the market  stock or what ever yur call it,"health care,",51,,,,,,,,51,,,,,,,,24,,,,,,,,24,,,,,,,,3,-1,2,3ecd7d50-3386-11e3-a3e4-88532e617cea
,,40,968,1,12,1,5,"none,/n","none,/n",95,,,,,,,,95,96,,,,,,,i donotknow,done know,95,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,3,-1,2,3ecd9db2-3386-11e3-a3e4-88532e617cea
,,52,969,1,17,1,-1,economy,deficit,50,,,,,,,,38,,,,,,,,international relationships,getting out of the conflict oin the middle east,13,,,,,,,,13,,,,,,,,2,,,,,,,,2,,,,,,,,1,5,1,3ecdbee6-3386-11e3-a3e4-88532e617cea
,,61,972,2,17,2,3,national security,hopefully that the decisions made will be in the best interests of the countrys,5,,,,,,,,71,,,,,,,,reestablishing our integrity in the world,policies to reflect values,13,,,,,,,,13,,,,,,,,71,,,,,,,,71,,,,,,,,3,-1,3,3ece1ba2-3386-11e3-a3e4-88532e617cea
,,30,973,1,14,1,-1,taxes,border security,40,,,,,,,,41,,,,,,,,economy,illegal immigration,50,,,,,,,,50,,,,,,,,41,,,,,,,,41,,,,,,,,2,5,5,3ece3cae-3386-11e3-a3e4-88532e617cea
,,41,974,2,16,2,-1,taxes,warss,40,,,,,,,,4,,,,,,,,war,economy,4,,,,,,,,4,,,,,,,,50,,,,,,,,50,,,,,,,,2,1,6,3ece5de2-3386-11e3-a3e4-88532e617cea
,,60,975,1,16,1,-1,war on terror,economy,5,,,,,,,,50,,,,,,,,getting from here to inauguration,excessive power of the presidency,49,,,,,,,,49,,,,,,,,45,,,,,,,,45,,,,,,,,1,1,0,3ece7da4-3386-11e3-a3e4-88532e617cea
,,60,976,2,17,2,5,not having sarah palin elected,getting someone smart & capable into the presidency,48,,,,,,,,48,49,,,,,,,economy,environments,50,,,,,,,,50,,,,,,,,18,,,,,,,,18,,,,,,,,3,-1,2,3ece9e88-3386-11e3-a3e4-88532e617cea
,,40,977,2,17,2,5,our world standing,economy,13,,,,,,,,50,,,,,,,,abuse of power in the presidency,checks & balances in the presidency,45,,,,,,,,45,,,,,,,,49,,,,,,,,49,,,,,,,,3,-1,2,3ecebd8c-3386-11e3-a3e4-88532e617cea
,,58,978,2,17,2,-1,economy,healthcare,50,,,,,,,,24,,,,,,,,economy,dems & repubs working together,50,,,,,,,,50,,,,,,,,47,,,,,,,,47,,,,,,,,1,1,0,3ecedd4e-3386-11e3-a3e4-88532e617cea
,,58,979,2,17,2,-1,a grasp of financial economy,economy,50,,,,,,,,50,,,,,,,,economy,our pla ce in the world,50,,,,,,,,50,,,,,,,,13,,,,,,,,13,,,,,,,,1,1,0,3ecefcb6-3386-11e3-a3e4-88532e617cea
,,46,980,2,16,2,-1,war,economy,4,,,,,,,,50,,,,,,,,economy,war,50,,,,,,,,50,,,,,,,,4,,,,,,,,4,,,,,,,,1,5,1,3ecf1e26-3386-11e3-a3e4-88532e617cea
,,61,982,1,16,1,1,economy,our independece from foreign oil & other items,50,,,,,,,,18,71,,,,,,,trust, ,71,,,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,3,-1,4,3ecf5c6a-3386-11e3-a3e4-88532e617cea
,,19,983,2,13,2,5,economy,nothing,50,,,,,,,,95,,,,,,,,economy,war,50,,,,,,,,50,,,,,,,,4,,,,,,,,4,,,,,,,,5,-1,2,3ecf7b64-3386-11e3-a3e4-88532e617cea
,,60,984,1,17,1,5,the economy,healthcare,50,,,,,,,,24,,,,,,,,position in the world status,economy,13,,,,,,,,13,,,,,,,,50,,,,,,,,50,,,,,,,,3,-1,2,3ecf9ba8-3386-11e3-a3e4-88532e617cea
,,58,985,2,17,2,-1,a fresh outlook and the demeanor of the candidtates...barack offered a choice in calmness and confidence that i felt very comfortable with//,economy,48,71,97,,,,,,50,,,,,,,,economy,environmental changes,50,,,,,,,,50,,,,,,,,18,,,,,,,,18,,,,,,,,1,5,1,3ecfbbb0-3386-11e3-a3e4-88532e617cea
,,31,986,1,16,1,-1,"there were so many of them, the most important issue...............i guess the economy",ummmm...general social issues i tend to be conservative,50,97,,,,,,,71,97,,,,,,,economy,war,50,,,,,,,,50,,,,,,,,4,,,,,,,,4,,,,,,,,2,5,5,3ecfdd20-3386-11e3-a3e4-88532e617cea
,,70,987,1,17,1,-1,honesty of the canoidates// economy//,war in aphganistan and iraq//taxation//spending//no//,44,50,,,,,,,2,3,38,40,96,,,,economy,involvement in other countries business//,50,,,,,,,,50,,,,,,,,13,,,,,,,,13,,,,,,,,2,5,5,3ecfff1c-3386-11e3-a3e4-88532e617cea
,,38,988,2,14,2,5,econonomy//national security//no//,health insurance//no//,5,50,96,,,,,,24,96,,,,,,,"economy, donotknow how we are going to pulling ourselves out of this one  no  ",national security,50,55,96,,,,,,50,55,,,,,,,5,,,,,,,,5,,,,,,,,3,-1,2,3ed020b4-3386-11e3-a3e4-88532e617cea
,,58,989,2,12,2,-1,presidency//no,vice president,49,96,,,,,,,48,,,,,,,,economy,health care,50,,,,,,,,50,,,,,,,,24,,,,,,,,24,,,,,,,,2,5,5,3ed0431e-3386-11e3-a3e4-88532e617cea
,,66,990,2,16,2,-1,"safety, the two most important issues are safety and economics",economics,5,50,,,,,,,50,,,,,,,,"i feel that politicians are so far out of touch with how i feel, i don't think politicians think we are thinking through our decisions","maybe i am thinking wrong, i feel that politicians do not take seriously the responsibilities we have given them , they spend a great deal of time just going through the motions, i don't see a lot of things happening, a lot of wheels are spinning but not ",48,,,,,,,,48,,,,,,,,48,71,97,,,,,,48,71,,,,,,,2,1,6,3ed06484-3386-11e3-a3e4-88532e617cea
,,49,991,2,14,2,3,economyg,war,50,,,,,,,,4,,,,,,,,economy,war,50,,,,,,,,50,,,,,,,,4,,,,,,,,4,,,,,,,,5,-1,3,3ed0bc90-3386-11e3-a3e4-88532e617cea
,,58,992,2,12,2,3,//the economy//n0,//bringing jobs back to us//no//,50,96,,,,,,,27,96,,,,,,,  i donotknow   any quesses?   i just don't know??,//split between two parties they need to act together// no//,95,,,,,,,,,,,,,,,,47,96,,,,,,,47,,,,,,,,3,-1,3,3ed0db6c-3386-11e3-a3e4-88532e617cea
,,62,993,2,11,2,3,//get a president whos going to getus out of there//no,//ii quess i dont have any // im just little ole me//no,49,96,,,,,,,95,96,97,,,,,,i have no idea   no,i have no idea//no//,95,96,,,,,,,,,,,,,,,95,96,,,,,,,,,,,,,,,5,-1,3,3ed0fc14-3386-11e3-a3e4-88532e617cea
,,51,994,2,13,2,5,//i have to say something?//i dont know//no//,//i dont know//no//,95,96,,,,,,,95,96,,,,,,,budget & joblessness  no  ,lets see..the war//no//,27,38,96,,,,,,38,27,,,,,,,4,96,,,,,,,4,,,,,,,,3,-1,2,3ed11cb2-3386-11e3-a3e4-88532e617cea
,,34,995,2,12,2,-1,i really didnt have one,who one the election,95,,,,,,,,49,,,,,,,,economy,war,50,,,,,,,,50,,,,,,,,4,,,,,,,,4,,,,,,,,1,5,1,3ed13c4c-3386-11e3-a3e4-88532e617cea
,,34,996,1,12,1,-1,union,taxesb,71,,,,,,,,40,,,,,,,,jobs,health care,27,,,,,,,,27,,,,,,,,24,,,,,,,,24,,,,,,,,1,1,0,3ed15cae-3386-11e3-a3e4-88532e617cea
,,47,998,1,11,1,-1,not having mc cain,jobs,48,,,,,,,,27,,,,,,,,deficit,oil,38,,,,,,,,38,,,,,,,,16,,,,,,,,16,,,,,,,,1,1,0,3ed1996c-3386-11e3-a3e4-88532e617cea
,,27,999,2,12,2,3,nothing,nothing,95,,,,,,,,95,,,,,,,, donotknow ,<dk>,95,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,5,-1,3,3ed1badc-3386-11e3-a3e4-88532e617cea
,,35,1000,2,13,2,-1,if obama is gonna win,nothing,48,,,,,,,,95,,,,,,,,war,gas,4,,,,,,,,4,,,,,,,,16,,,,,,,,16,,,,,,,,1,1,0,3ed1dab2-3386-11e3-a3e4-88532e617cea
,,45,1001,2,10,2,3,that obama wins,economy,48,,,,,,,,50,,,,,,,,economy,jobs,50,,,,,,,,50,,,,,,,,27,,,,,,,,27,,,,,,,,-8,-1,3,3ed1fb82-3386-11e3-a3e4-88532e617cea
,,39,1002,2,9,2,-1,don't know,don't know,95,,,,,,,,95,,,,,,,,donotknow,don't know,95,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,-9,-1,-1,3ed21a86-3386-11e3-a3e4-88532e617cea
,,20,1003,2,11,2,1,that obama wins,that mccain didn't win,48,,,,,,,,48,,,,,,,,troops at war,abortion,4,,,,,,,,4,,,,,,,,61,,,,,,,,61,,,,,,,,3,-1,4,3ed23c82-3386-11e3-a3e4-88532e617cea
,,48,1005,1,15,1,-1,economy,the war,50,,,,,,,,4,,,,,,,,the economy,the war,50,,,,,,,,50,,,,,,,,4,,,,,,,,4,,,,,,,,1,5,1,3ed27e9a-3386-11e3-a3e4-88532e617cea
,,52,1006,2,13,2,-1,the economy,jobs,50,,,,,,,,27,,,,,,,,economy,war,50,,,,,,,,50,,,,,,,,4,,,,,,,,4,,,,,,,,1,1,0,3ed29fa6-3386-11e3-a3e4-88532e617cea
,,63,1008,2,13,2,-1,change,change,71,,,,,,,,71,,,,,,,,war,terrorism,4,,,,,,,,4,,,,,,,,5,,,,,,,,5,,,,,,,,1,1,0,3ed2dca0-3386-11e3-a3e4-88532e617cea
,,43,1009,1,12,1,-1,who's going to be president,how is he going to help us,49,,,,,,,,48,,,,,,,,economy,war,50,,,,,,,,50,,,,,,,,4,,,,,,,,4,,,,,,,,1,1,0,3ed2fbcc-3386-11e3-a3e4-88532e617cea
,,62,1010,2,16,2,3,the economy// anything else// jobs// no  not necessary in that order//no,the economy and jobs all are important// anything else// no,27,50,96,,,,,,27,50,96,,,,,,terrorism   anything else   economics   anything else  no,education// anything else// no,5,50,96,,,,,,5,50,,,,,,,21,96,,,,,,,21,,,,,,,,4,-1,3,3ed31b20-3386-11e3-a3e4-88532e617cea
,,52,1011,2,15,2,5,"fairness i just wanted everything to be fair instead of this crooked slamming, we need fair information",that the right person could get in for the change that we need,37,97,,,,,,,48,,,,,,,,economics,the environment,50,,,,,,,,50,,,,,,,,18,,,,,,,,18,,,,,,,,5,-1,2,3ed33e3e-3386-11e3-a3e4-88532e617cea
,,43,1012,1,12,1,-1,economy,gas prices,50,,,,,,,,15,,,,,,,,"money wise, economy",bills,50,55,,,,,,,55,50,,,,,,,71,,,,,,,,71,,,,,,,,1,1,0,3ed3b576-3386-11e3-a3e4-88532e617cea
,,19,1013,1,12,1,-1,barack winning the election,nothing,48,,,,,,,,95,,,,,,,,keeping gas prices down economy,the economy,15,50,,,,,,,15,50,,,,,,,50,,,,,,,,50,,,,,,,,1,1,0,3ed42e0c-3386-11e3-a3e4-88532e617cea
,,55,1014,1,12,1,-1,the economy/jobs,health care,27,50,,,,,,,24,,,,,,,,they're not listening,war,71,,,,,,,,71,,,,,,,,4,,,,,,,,4,,,,,,,,1,1,0,3ed4a2b0-3386-11e3-a3e4-88532e617cea
,,54,1015,2,14,2,-1,that obama win the race,the war,48,,,,,,,,4,,,,,,,,war,healthcare,4,,,,,,,,4,,,,,,,,24,,,,,,,,24,,,,,,,,1,1,0,3ed51588-3386-11e3-a3e4-88532e617cea
,,59,1017,2,16,2,-1,economy,taxes,50,,,,,,,,40,,,,,,,,repression,taxes,55,,,,,,,,55,,,,,,,,40,,,,,,,,40,,,,,,,,1,1,0,3ed5f066-3386-11e3-a3e4-88532e617cea
,,50,1018,2,14,2,-1,the military,better and more jobs,7,,,,,,,,27,,,,,,,,security,economy,5,,,,,,,,5,,,,,,,,50,,,,,,,,50,,,,,,,,1,5,1,3ed6466a-3386-11e3-a3e4-88532e617cea
,,76,1020,2,14,2,-1,democrats/obama winning,economy,48,,,,,,,,50,,,,,,,,economy,war,50,,,,,,,,50,,,,,,,,4,,,,,,,,4,,,,,,,,1,1,0,3ed68314-3386-11e3-a3e4-88532e617cea
,,59,1021,2,17,2,-1,economics,healthcare,50,,,,,,,,24,,,,,,,,economics,terrorism,50,,,,,,,,50,,,,,,,,5,,,,,,,,5,,,,,,,,1,1,0,3ed6a1aa-3386-11e3-a3e4-88532e617cea
,,79,1022,1,12,1,-1,economy,health,50,,,,,,,,24,,,,,,,,jobs,medical,27,,,,,,,,27,,,,,,,,24,,,,,,,,24,,,,,,,,1,1,0,3ed6c0b8-3386-11e3-a3e4-88532e617cea
,,57,1023,2,16,2,3,abortion,isreal,61,,,,,,,,2,,,,,,,,economics,terrism/ war,50,,,,,,,,50,,,,,,,,4,5,,,,,,,5,4,,,,,,,3,-1,3,3ed6e228-3386-11e3-a3e4-88532e617cea
,,56,1025,1,12,1,-1,health,social security,24,,,,,,,,29,,,,,,,,jobs,gas,27,,,,,,,,27,,,,,,,,16,,,,,,,,16,,,,,,,,1,1,0,3ed7294a-3386-11e3-a3e4-88532e617cea
,,34,1026,1,12,1,3,lokking out for the homeless,black president,26,,,,,,,,48,,,,,,,,jobs,crime,27,,,,,,,,27,,,,,,,,31,,,,,,,,31,,,,,,,,3,-1,3,3ed753a2-3386-11e3-a3e4-88532e617cea
,,75,1027,2,9,2,-1,economt,war,50,,,,,,,,4,,,,,,,,economy,war,50,,,,,,,,50,,,,,,,,4,,,,,,,,4,,,,,,,,1,1,0,3ed77382-3386-11e3-a3e4-88532e617cea
,,62,1028,2,9,2,-1,health care,stopping nthe war period,24,,,,,,,,4,,,,,,,,war,health,4,,,,,,,,4,,,,,,,,24,,,,,,,,24,,,,,,,,1,5,1,3ed7931c-3386-11e3-a3e4-88532e617cea
,,82,1029,2,12,2,-1,someone to serve our country well,intelligent,49,,,,,,,,71,,,,,,,,to have rights,fareness,37,,,,,,,,37,,,,,,,,71,,,,,,,,71,,,,,,,,1,1,0,3ed7b414-3386-11e3-a3e4-88532e617cea
,,53,1030,2,12,2,3,to get someone to make a change,health,49,,,,,,,,24,,,,,,,,jobs,health,27,,,,,,,,27,,,,,,,,24,,,,,,,,24,,,,,,,,3,-1,3,3ed7d430-3386-11e3-a3e4-88532e617cea
,,73,1031,1,6,1,-1,<dk>,<dk>,95,,,,,,,,95,,,,,,,,jobs,<dk>,27,,,,,,,,27,,,,,,,,95,,,,,,,,,,,,,,,,1,1,0,3ed7f302-3386-11e3-a3e4-88532e617cea
,,82,1032,1,11,1,-1,world events,servival,13,,,,,,,,71,,,,,,,,health insurance,employment,24,,,,,,,,24,,,,,,,,27,,,,,,,,27,,,,,,,,1,1,0,3ed8135a-3386-11e3-a3e4-88532e617cea
,,52,1034,2,12,2,-1,<rf>,health care,96,,,,,,,,24,,,,,,,,economy,taxes,50,,,,,,,,50,,,,,,,,40,,,,,,,,40,,,,,,,,1,5,1,3ed85144-3386-11e3-a3e4-88532e617cea
,,68,1035,2,14,2,5,economy,military,50,,,,,,,,7,,,,,,,,deficit,economy,38,,,,,,,,38,,,,,,,,50,,,,,,,,50,,,,,,,,3,-1,2,3ed87214-3386-11e3-a3e4-88532e617cea
,,35,1036,1,11,1,5,troops coming home,economy,7,,,,,,,,50,,,,,,,,bonding with other countries,health care,13,,,,,,,,13,,,,,,,,24,,,,,,,,24,,,,,,,,3,-1,2,3ed891fe-3386-11e3-a3e4-88532e617cea
,,35,1037,1,12,1,-1,health,jobs,24,,,,,,,,27,,,,,,,,unemployment,health insurance,27,,,,,,,,27,,,,,,,,24,,,,,,,,24,,,,,,,,1,5,1,3ed8b576-3386-11e3-a3e4-88532e617cea
,,37,1038,2,17,2,-1,economy,health care,50,,,,,,,,24,,,,,,,,lack of understanding of the lower class,health care,71,,,,,,,,71,,,,,,,,24,,,,,,,,24,,,,,,,,1,5,1,3ed8d920-3386-11e3-a3e4-88532e617cea
,,20,1039,1,12,1,-1,economy,education,50,,,,,,,,21,,,,,,,,economy,war,50,,,,,,,,50,,,,,,,,4,,,,,,,,4,,,,,,,,1,1,0,3ed8ff86-3386-11e3-a3e4-88532e617cea
,,59,1040,2,12,2,-1,that the elected president is going to do every thing he said he was going to do,economy,48,,,,,,,,50,,,,,,,,economy,war,50,,,,,,,,50,,,,,,,,4,,,,,,,,4,,,,,,,,1,5,1,3ed922e0-3386-11e3-a3e4-88532e617cea
,,53,1041,2,13,2,-1,demo in the house,the war,48,,,,,,,,4,,,,,,,,big business misusing money,war,36,,,,,,,,36,,,,,,,,4,,,,,,,,4,,,,,,,,1,5,1,3ed9472a-3386-11e3-a3e4-88532e617cea
,,41,1043,1,13,1,-1,honesty,repeating another 8 years,71,,,,,,,,71,,,,,,,,deficit,foriegn policy,38,,,,,,,,38,,,,,,,,13,,,,,,,,13,,,,,,,,1,1,0,3ed98820-3386-11e3-a3e4-88532e617cea
,,40,1044,2,12,2,-1,economy,<dk>,50,,,,,,,,95,,,,,,,,economy,<dk>,50,,,,,,,,50,,,,,,,,95,,,,,,,,,,,,,,,,1,5,1,3ed9a788-3386-11e3-a3e4-88532e617cea
,,45,1045,2,14,2,3,to see ablack man in office,jobs,48,49,97,,,,,,27,,,,,,,,jobs,social security,27,,,,,,,,27,,,,,,,,29,,,,,,,,29,,,,,,,,3,-1,3,3ed9c70e-3386-11e3-a3e4-88532e617cea
,,20,1046,2,12,2,5,i dont have one,dont have one,95,,,,,,,,95,,,,,,,,i donotknow,i dont know,95,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,3,-1,2,3ed9e798-3386-11e3-a3e4-88532e617cea
,,37,1047,1,9,1,-1,health for everyone.,equal opportunity.,24,,,,,,,,37,,,,,,,,racism,greed,32,,,,,,,,32,,,,,,,,71,,,,,,,,71,,,,,,,,1,1,0,3eda0732-3386-11e3-a3e4-88532e617cea
,,69,1048,2,13,2,5,ending the war.,taxes.,4,,,,,,,,40,,,,,,,,bush.,greed.,48,,,,,,,,48,,,,,,,,71,,,,,,,,71,,,,,,,,3,-1,2,3eda25e6-3386-11e3-a3e4-88532e617cea
,,51,1050,1,12,1,1,presidents.,haven't thought about it.,48,,,,,,,,97,,,,,,,,money.,jobs.,55,,,,,,,,55,,,,,,,,27,,,,,,,,27,,,,,,,,3,-1,4,3eda63c6-3386-11e3-a3e4-88532e617cea
,,19,1051,1,12,1,-1,economy,i don't know,50,,,,,,,,95,,,,,,,,budget deficit ,war,38,,,,,,,,38,,,,,,,,4,,,,,,,,4,,,,,,,,1,1,0,3eda845a-3386-11e3-a3e4-88532e617cea
